status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,plaintext
x983345688015667200,4/9/2018 14:07,x820332950235545606,Realwilliecolon,@Dupage_Patriot @Just_Want_Sleep @BuzzFeedNews Aren’t schools funded through the Americans TAX Dollars? Then the rules need to reflect our laws... Period!,Twitter for iPhone,x983338693174988800,x973205509472997378,Dupage_Patriot,FALSE,FALSE,1,0,,,,,,,,,,,,,,x973205509472997378 976584855734702082 1020058453,Dupage_Patriot Just_Want_Sleep BuzzFeedNews,en,,,,,,,,,,,,,,@Dupage_Patriot @Just_Want_Sleep @BuzzFeedNews Aren't schools funded through the Americans TAX Dollars? Then the rules need to reflect our laws... Period!
x983344792989028354,4/9/2018 14:04,x876644876145893377,iamstewella,Who else got a good good night's sleep #feelingwellrested #dopewknd https://t.co/ZDXo1DHGOP,Twitter for Android,,,,FALSE,FALSE,1,0,feelingwellrested dopewknd,,,,,http://pbs.twimg.com/tweet_video_thumb/DaWK3zkUQAAi-Xv.jpg,https://t.co/ZDXo1DHGOP,https://twitter.com/iamstewella/status/983344792989028354/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DaWK3zkUQAAi-Xv.jpg,https://t.co/ZDXo1DHGOP,https://twitter.com/iamstewella/status/983344792989028354/photo/1,,,,en,,,,,,,,,,,,,,Who else got a good good night's sleep #feelingwellrested #dopewknd
x983344592530657280,4/9/2018 14:03,x785191266,leytowavey,* sleep on me if you want youll wake up when the time is right .,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,* sleep on me if you want youll wake up when the time is right .
x983344572276158464,4/9/2018 14:03,x25844165,KamKnewton,Running on 3 hrs of sleep <f0><U+009F><U+008F><U+0083><f0><U+009F><U+008F><U+00BE><f0><U+009F><U+0092><U+00B0><f0><U+009F><U+008F><U+0083><f0><U+009F><U+008F><U+00BE><f0><U+009F><U+0092><U+00B0>,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Running on 3 hrs of sleep
x983339466466189312,4/9/2018 13:42,x1262905088,vanessaszn,I wish i really had more motivation to get up out of bed,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,I wish i really had more motivation to get up out of bed
x983339028664733697,4/9/2018 13:41,x919764687037886464,_EML__,it was really fucking epic tho like I dead ass watched a movie in my sleep it was amazing. this was also the second time I’ve watched a version of infinity war in my sleep...,Twitter for iPhone,x983338841472937984,x919764687037886464,_EML__,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,it was really fucking epic tho like I dead ass watched a movie in my sleep it was amazing. this was also the second time I've watched a version of infinity war in my sleep...
x983338688234053632,4/9/2018 13:39,x874997970042843136,NeoBuster25,Insomnia kicked me in the butt last night =/ gunna try to get through the day,Twitter Web Client,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Insomnia kicked me in the butt last night =/ gunna try to get through the day
x983338232602681344,4/9/2018 13:37,x793199797,BSCWatson,I am so tired of Lindsey Graham's wishy-washy ass 1-minute Trump is a crazy unhinged monster the next minute Lindsey is kissing his ass. Makeup yr damn mind r u with him or not?,Twitter for Android,,,,FALSE,FALSE,18,8,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,I am so tired of Lindsey Graham's wishy-washy ass 1-minute Trump is a crazy unhinged monster the next minute Lindsey is kissing his ass. Makeup yr damn mind r u with him or not?
x983337694356000768,4/9/2018 13:35,x820332950235545606,Realwilliecolon,@Just_Want_Sleep @Dupage_Patriot @BuzzFeedNews They need to be carful with how much the push. Women (females) and Teens have become a very powerful force!!!! Hope they keep the fight up!,Twitter for iPhone,x983337099712782336,x976584855734702082,Just_Want_Sleep,FALSE,FALSE,1,0,,,,,,,,,,,,,,x976584855734702082 973205509472997378 1020058453,Just_Want_Sleep Dupage_Patriot BuzzFeedNews,en,,,,,,,,,,,,,,@Just_Want_Sleep @Dupage_Patriot @BuzzFeedNews They need to be carful with how much the push. Women (females) and Teens have become a very powerful force!!!! Hope they keep the fight up!
x983337080150470656,4/9/2018 13:33,x919764687037886464,_EML__,"I was sleeping so good I had made hesitation to press stop instead of snooze on my phone and fell right back to sleep... damn I’m waking up thinking “I hope it not 8” lmao

there goes my ten o clock class",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,I was sleeping so good I had made hesitation to press stop instead of snooze on my phone and fell right back to sleep... damn I'm waking up thinking I hope it not 8 lmao there goes my ten o clock class
x983336797882257409,4/9/2018 13:32,x820332950235545606,Realwilliecolon,@Dupage_Patriot @Just_Want_Sleep @BuzzFeedNews I wonder if they care that a boys nipples might be distracting to girls? <f0><U+009F><U+00A4><U+0094> hmm!,Twitter for iPhone,x983331895508320256,x973205509472997378,Dupage_Patriot,FALSE,FALSE,1,0,,,,,,,,,,,,,,x973205509472997378 976584855734702082 1020058453,Dupage_Patriot Just_Want_Sleep BuzzFeedNews,en,,,,,,,,,,,,,,@Dupage_Patriot @Just_Want_Sleep @BuzzFeedNews I wonder if they care that a boys nipples might be distracting to girls? hmm!
x983336689522368512,4/9/2018 13:31,x144381044,brod706,@HisNameIsVanity Yea this summer is gonna be straight heat waves. I'm tired of this global warming,Twitter for Android,x983334569268187136,x18722143,HisNameIsVanity,FALSE,FALSE,0,0,,,,,,,,,,,,,,x18722143,HisNameIsVanity,en,,,,,,,,,,,,,,@HisNameIsVanity Yea this summer is gonna be straight heat waves. I'm tired of this global warming
